,Actual size,Exposure,Maintenance fees,Possession,Age of building,Outdoor space,Price/sqm,Locker,Heating type:,Parking type:,Property type:,Area:,Ensuite laundry:,Parking:,Corp #:,Size:,Show all,Bed,Bath,Parking,price,Broker,MLS Number,address,amenities,included_in_maintenance_fees
0,514,W,$342.91 ,Immediate,0 years old,Open Balcony,"$14,581 ",Owned,Fan Coil,NA,Condo Apt,The Core,Yes,No,TSCC-2862,0-46 sqm, details,1,1,0,"$699,900 ","TRADEWORLD REALTY INC, BROKERAGE",C5401086,1807 - 25 Richmond St E,"Concierge, Games Room, Gym, Outdoor Pool, Party Room, Rooftop Deck, Security Guard, Security System","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,760,E,$714.45 ,60/90 Days,17 years old,None,"$9,858 ",Owned,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,Yes,TSCC-1611,65-74 sqm, details,1+1,2,NA,"$699,900 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5401252,2103 - 210 Victoria St,"Bike Storage, Concierge, Party Room, Elevator, Guest Suites, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,920,NW,$763.32 ,30 Days/Tba,11 years old,Open Balcony,"$9,646 ",Owned,Forced Air,Underground,Condo Apt,Newtonbrook East,Yes,Yes,TSCC-2064,84-93 sqm, details,2+1,2,1,"$819,900 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5400193,709 - 5793 Yonge St,"Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, FibreStream Internet, Guest Suites, Media Room","Water, Common Element, Building Insurance, Parking"
0,1933,NW,"$2,211.31 ",Immediate,30 years old,Terrace,"$8,888 ",Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,2,MTCC-989,167-186 sqm, details,2+1,3,2,"$1,599,900 ","HARVEST REALTY LTD., BROKERAGE",C5400655,SPH2309 - 10 Queens Quay W,"Concierge, Gym, Indoor Pool, Rooftop Deck, Security Guard, Squash Court, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,1003,SW,$689.64 ,Tbd,34 years old,Open Balcony,"$6,451 ",Owned,Forced Air,Underground,Condo Apt,Islington | City Centre West,Yes,Yes,MTCC-748,93-111 sqm, details,1+1,1,NA,"$599,900 ","CENTURY 21 MILLENNIUM INC., BROKERAGE",W5400528,102 - 1320 Islington Ave,"Car Wash, Concierge, Games Room, Gym, Indoor Pool, Party Room, Public Transit, Parking Garage","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,546,N,$572.57 ,Tbd,7 years old,Open Balcony,"$12,529 ",Owned,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,TSCC-2364,46-56 sqm, details,1,1,NA,"$639,000 ","CENTURY 21 HERITAGE GROUP LTD., BROKERAGE",C5401020,1403 - 2 Anndale Dr,"Rooftop Deck, Concierge, Public Transit, Party Room, BBQ Permitted, Elevator, Media Room, Meeting Room","Water, Air Conditioning, Common Element, Heat, Building Insurance"
0,1141,NE,$715.45 ,Flexible 60,46 years old,Open Balcony,"$4,150 ",None,Forced Air,Underground,Condo Apt,Kingsview Village | The Westway,No,Yes,YCC-212,93-111 sqm, details,2,1,NA,"$439,900 ","KELLER WILLIAMS REAL ESTATE ASSOCIATES NORTH GROUP, BROKERAGE",W5400140,1003 - 11 Wincott Dr,"BBQ Permitted, Games Room, Indoor Pool, Party Room, Pets, Parking Garage, Sauna, Security Guard","Heat, Water, Hydro, Cable TV, Common Element, Building Insurance, Parking, Air Conditioning"
0,546,S,$324.54 ,30-60,2 years old,Open Balcony,"$10,978 ",Owned,Forced Air,Underground,Condo Apt,East End-Danforth,Yes,Yes,TSCC-2714,46-56 sqm, details,1,1,NA,"$559,900 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",E5401046,1118 - 8 Trent Ave,"Bike Storage, Gym, Party Room, Rooftop Deck, Visitor Parking, Rec Room, BBQ Permitted, Bike Storage","Water, Common Element, Building Insurance"
0,672,S,$513.60 ,Anytime,7 years old,Terrace,"$10,290 ",None,Forced Air,Underground,Condo Apt,Henry Farm,Yes,Yes,TSCC-2368,56-65 sqm, details,1+1,1,NA,"$638,000 ","TRADEWORLD REALTY INC, BROKERAGE",C5402359,2504 - 70 Forest Manor Rd,"Concierge, Guest Suites, Gym, Party Room, Rec Room, Rooftop Deck, Public Transit, Visitor Parking","Air Conditioning, Common Element, Heat, Building Insurance, Parking, Water"
0,803,S,$557.82 ,Negotiable,17 years old,Open Balcony,"$8,533 ",Owned,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,TSCC-1556,74-84 sqm, details,1+1,1,1,"$640,000 ","PG DIRECT REALTY LTD., BROKERAGE",C5400590,808 - 78 Harrison Garden Blvd,"BBQ Permitted, Car Wash, Concierge, Gym, Games Room, Indoor Pool, Public Transit, Party Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1530,NW,"$1,173.40 ",Poss Flex,15 years old,Open Balcony,"$6,338 ",Owned,Forced Air,Underground,Condo Apt,Forest Hill North,Yes,Yes,TSCC-1757,130-149 sqm, details,3,2,1,"$900,000 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5402244,610 - 22 Shallmar Blvd,"Indoor Pool, Sauna, Visitor Parking, Public Transit, Elevator, Parking Garage, Pet Restriction, Security System","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1200-1399,E,$854.47 ,Flexible,51 years old,Terrace,"$6,146 - $7,198",None,Forced Air,Underground,Condo Townhouse,Henry Farm,Yes,Yes,YCC-11,111-130 sqm, details,3,2,NA,"$799,000 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5400268,21 - 90 George Henry Blvd,"BBQ Permitted, Outdoor Pool, Visitor Parking","Water, Cable TV, Common Element, Building Insurance"
0,524,S,$380.00 ,Vacant,0 years old,Terrace,"$12,224 ",Owned,Forced Air,Underground,Condo Apt,Greenwood-Coxwell,Yes,No,TSCC-2865,46-56 sqm, details,1,1,0,"$599,000 ","CENTURY 21 HERITAGE GROUP LTD., BROKERAGE",E5401982,306 - 1331 Queen St E,"BBQ Permitted, Gym, Rooftop Deck, Outdoor Child Play Area, Security System, Bike Storage, Concierge, Gym","Common Element, Building Insurance"
0,883,W,$664.40 ,Tbd 45-60,13 years old,None,"$7,183 ",Common,Forced Air,Shared,Condo Townhouse,Victoria Village,Yes,Yes,TSCC-1910,74-84 sqm, details,2,2,NA,"$589,000 ","RE/MAX WEST REALTY INC., BROKERAGE",C5400433,107 - 1785 Eglinton Ave,"BBQ Permitted, Visitor Parking, Pets, Parking Garage","Water, Common Element, Building Insurance, Parking"
0,1772,NW,"$1,447.58 ",2022-01-31 0:00,12 years old,Open Balcony,"$9,624 ",Exclusive,Heat Pump,Underground,Condo Apt,The Waterfront,Yes,2,TSCC-2030,149-167 sqm, details,3,3,NA,"$1,588,000 ","CENTRAL HOME REALTY INC., BROKERAGE",C5401370,4802 - 16 Harbour St,"Basketball Court, BBQ Permitted, Beanfield Fibre Available, Bike Storage, Business Centre (WiFi), Concierge, Guest Suites, Indoor Child Play Area","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1225,SW,$966.85 ,Immediately,19 years old,Enclosed Balcony,"$7,061 ",Owned,Forced Air,Underground,Condo Apt,Willowdale East,Yes,2,TSCC-1466,111-130 sqm, details,2,2,NA,"$805,000 ","ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",C5401580,1202 - 30 Harrison Garden Blvd S,"Bike Storage, Concierge, Games Room, Gym, Party Room, Visitor Parking, Public Transit, Guest Suites","Water, Common Element, Building Insurance, Parking"
0,644,S,$465.08 ,Tba,0 years old,Open Balcony,"$12,150 ",None,Forced Air,NA,Condo Apt,Yonge-Eglinton,Yes,No,TSCC-2851,56-65 sqm, details,2,1,NA,"$729,000 ","TFN PLATINUM REALTY INC., BROKERAGE",C5400898,501 - 33 Helendale Ave,"Concierge, Gym, Party Room, Security Guard, Visitor Parking, Rooftop Deck, Public Transit, Meeting Room","Water, Common Element, Building Insurance"
0,800-899,N,$427.19 ,30/Flexible,10 years old,None,"$7,131 - $8,095",None,Forced Air,Underground,Condo Apt,Junction Area,Yes,No,TSCC-2136,74-84 sqm, details,2,1,NA,"$599,000 ","RE/MAX REAL ESTATE CENTRE INC., BROKERAGE",W5400855,1518 - 60 Heintzman St,"Concierge, Gym, Rooftop Deck, Security Guard, Visitor Parking, FibreStream Internet, Meeting Room, Parking Garage","Water, Common Element, Building Insurance, Parking"
0,2000-2249,N,"$1,162.37 ",30 Days 0R Tba,44 years old,None,"$7,584 - $8,522",Owned,Forced Air,Underground,Condo Apt,Casa Loma,Yes,Yes,YCC-310,186-209 sqm, details,2+1,3,1,"$1,585,000 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",C5400200,403 - 349 St Clair Ave W,"Gym, Sauna, Security System, Visitor Parking, Parking Garage, Pet Restriction, BBQ Permitted, Gym","Water, Cable TV, Common Element, Heat, Hydro, Building Insurance, Parking"
0,538,SW,$310.00 ,Tbd,4 years old,Open Balcony,"$12,398 ",Owned,Forced Air,NA,Condo Apt,King West,Yes,No,TSCC-2593,46-56 sqm, details,1,1,0,"$619,900 ","WORLD CLASS REALTY POINT, BROKERAGE",C5401247,803 - 525 Adelaide St W,"Concierge, Gym, Media Room, Outdoor Pool, Party Room, Rooftop Deck, Guest Suites, Meeting Room","Heat, Common Element, Building Insurance, Parking, Air Conditioning, Water"
0,816,SW,$611.35 ,Immediate,0 years old,Open Balcony,"$12,224 ",Owned,Forced Air,Underground,Condo Apt,Mount Pleasant West,Yes,Yes,TSCC-2858,74-84 sqm, details,2,2,NA,"$929,000 ","NORDALE REALTY & ASSOCIATES INC., BROKERAGE",C5400890,604 - 11 Lillian St,"BBQ Permitted, Billiards / Table Tennis Room, Concierge, Dining Room, Gym, Outdoor Patio, Rooftop Deck, Sundeck","Common Element, Building Insurance, Water"
0,1055,S,$876.12 ,Tbd,18 years old,Open Balcony,"$16,316 ",Owned,Heat Pump,Underground,Condo Apt,Rosedale-Moore Park,Yes,Yes,TSCC-1476,93-111 sqm, details,1,2,1,"$1,599,000 ","SAGE REAL ESTATE LIMITED, BROKERAGE",C5400282,517 - 20 Scrivener Sq,"Car Wash, Concierge, Gym, Rec Room, Visitor Parking, Pets, Public Transit, Party Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,499,S,$331.86 ,Tbd,New,Open Balcony,NA,Owned,Forced Air,Underground,Condo Apt,Mount Pleasant West,Yes,No,,0-46 sqm, details,1,1,NA,"$499,000 ","HARLOWE REALTY CORPORATION, BROKERAGE",C5400697,PH05 NT - 99 Broadway Ave,"Concierge, Guest Suites, Gym, Outdoor Pool, Party Room, Rooftop Deck, BBQ Permitted, Media Room","Heat, Water, Common Element, Building Insurance"
0,689,N,$493.88 ,60-90 Days,4 years old,Open Balcony,"$10,311 ",Owned,Forced Air,Underground,Condo Apt,Dovercourt-Wallace Emerson-Junction,Yes,Yes,TSCC-2613,56-65 sqm, details,2,1,NA,"$659,900 ","RE/MAX WEST REALTY INC., BROKERAGE",W5400823,1308 - 1420 Dupont St N,"Gym, Games Room, Party Room, Rooftop Deck, Security System, Visitor Parking, BBQ Permitted, Concierge","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,813,S,$570.88 ,Tba,20 years old,Open Balcony,"$10,197 ",Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,Yes,MTCC-1396,74-84 sqm, details,1,2,NA,"$775,000 ","ROYAL LEPAGE BURLOAK REAL ESTATE SERVICES, BROKERAGE",C5400752,422 - 550 Queens Quay W,"Concierge, Gym, Media Room, Rooftop Deck, Sauna, Public Transit, Party Room, Visitor Parking","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,573,W,$490.51 ,Tba,49 years old,Open Balcony,"$10,658 ",Ensuite,Radiant,Underground,Condo Apt,Cabbagetown,No,Yes,YCC-75,46-56 sqm, details,1,1,NA,"$564,900 ","RARE REAL ESTATE, BROKERAGE",C5400901,1603 - 40 Homewood Ave,"Security System, Indoor Pool, Rec Room, Sauna, Gym, Bike Storage, Concierge, Meeting Room","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance"
0,500-599,N,$648.46 ,Flexible,31-50 years old,Open Balcony,"$7,107 - $8,652",None,Radiant,Shared,Co-Ownership Apt,Church St. Corridor,No,Yes,,46-56 sqm, details,1,1,NA,"$397,999 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5400919,309 - 30 Gloucester St,"Gym, Rec Room, Security Guard, Visitor Parking, BBQ Permitted, Bike Storage, Concierge, Security System","Heat, Water, Hydro, Building Insurance, Common Element"
0,840,SW,$862.43 ,Tba,1 years old,Juliet Balcony,"$15,321 ",Owned,Forced Air,Underground,Condo Apt,Yorkville,Yes,Yes,TSCC-2783,74-84 sqm, details,2+1,2,NA,"$1,195,000 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",C5400712,1910 - 188 Cumberland St,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, BBQ Permitted, Jacuzzi, Spa","Heat, Water, Common Element, Building Insurance"
0,551,NW,$349.00 ,Tbd,5 years old,Juliet Balcony,"$11,745 ",Owned,Forced Air,NA,Condo Apt,The Beaches,Yes,No,TSCC-2522,46-56 sqm, details,1,1,0,"$599,000 ","HOMELIFE GALAXY REAL ESTATE LTD., BROKERAGE",E5400683,406 - 60 Haslett Ave,"Elevator, Media Room, Meeting Room, Parking Garage, Party Room, Pet Restriction, Security Guard, Security System","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,838,NS,$680.85 ,30/60 Days,6 years old,Juliet Balcony,"$9,358 ",Owned,Forced Air,Underground,Condo Apt,Woodbine Corridor,Yes,Yes,TSCC-2455,74-84 sqm, details,2,2,1,"$729,900 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",E5400750,302 - 2055 Danforth Ave,"Bike Storage, Gym, Party Room, Rec Room, Security System, Visitor Parking, Concierge, Public Transit","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,711,W,$622.71 ,60/Tbd,5 years old,Open Balcony,"$11,182 ",Owned,Forced Air,Underground,Condo Apt,Lansing-Westgate,Yes,Yes,TSCC-2501,56-65 sqm, details,1+1,2,NA,"$738,000 ","HOMELIFE LANDMARK REALTY INC., BROKERAGE",C5400060,1005 - 9 Bogert Ave,"BBQ Permitted, Concierge, Gym, Indoor Pool, Party Room, Rooftop Deck, Visitor Parking, Guest Suites","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,705,S,$572.78 ,15/30/45,9 years old,Open Balcony,"$9,062 ",Owned,Forced Air,Underground,Condo Apt,Long Branch,Yes,Yes,MTCC-229,65-74 sqm, details,1+1,2,NA,"$589,000 ","RE/MAX GOLD REALTY INC., BROKERAGE",W5401216,317 - 3865 Lake Shore Blvd W,"Concierge, Gym, Party Room, Rooftop Deck, Visitor Parking, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1200-1399,NE,$727.08 ,30-60-90 Days,29 years old,Open Balcony,"$4,377 - $5,126",Owned,Forced Air,Owned,Condo Apt,Mount Olive | Silverstone | Jamestown,Yes,2,MTCC-1036,111-130 sqm, details,2,2,2,"$569,000 ","ROYAL LEPAGE PREMIUM ONE REALTY, BROKERAGE",W5400769,2205 - 3 Rowntree Rd,"Gym, Indoor Pool, Outdoor Pool, Party Room, Security System, Tennis Court, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,840,SW,$862.43 ,Tba,1 years old,Juliet Balcony,"$16,603 ",Owned,Forced Air,Underground,Condo Apt,Yorkville,Yes,Yes,TSCC-2783,74-84 sqm, details,2+1,2,NA,"$1,295,000 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",C5400577,2010 - 188 Cumberland St,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, BBQ Permitted, Jacuzzi, Spa","Heat, Water, Common Element, Building Insurance"
0,510,N,$377.33 ,Tba,4 years old,Open Balcony,"$12,953 ",Owned,Forced Air,Underground,Condo Apt,Mount Pleasant West,Yes,No,TSCC-2556,46-56 sqm, details,1,1,0,"$608,800 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5400644,710 - 98 Lillian St,"Concierge, Gym, Guest Suites, Indoor Pool, Party Room, Visitor Parking, Rooftop Deck, Media Room","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,595,E,$560.54 ,Flexible,6 years old,Open Balcony,"$9,089 ",None,Forced Air,NA,Condo Apt,Little Portugal,Yes,No,TSCC-2448,46-56 sqm, details,1+1,1,NA,"$499,900 ","BOSLEY - TORONTO REALTY GROUP INC., BROKERAGE",C5398774,203 - 36 Lisgar St,"Concierge, Gym, Indoor Pool, Party Room, Rooftop Deck, Sauna, Beanfield Fibre Available, Elevator","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,757,S,$577.39 ,Flex,5 years old,Juliet Balcony,"$10,921 ",None,Forced Air,Underground,Condo Apt,East End-Danforth,Yes,Yes,TSCC-2541,65-74 sqm, details,2+1,2,NA,"$764,500 ","CORE ASSETS REAL ESTATE, BROKERAGE",E5398988,304 - 580 Kingston Rd,"BBQ Permitted, Business Centre (WiFi), Concierge, Guest Suites, Gym, Meeting Room, Party Room, Security System","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,753,SW,$426.12 ,2021-11-01 0:00,-,Open Balcony,"$8,986 ",None,Forced Air,Owned,Condo Apt,Agincourt South-Malvern West,No,Yes,TSCC-2151,65-74 sqm, details,2,2,1,"$629,000 ","CITY PLUS REALTY INC., BROKERAGE",E5399463,1805 - 125 Village Green Sq,"Rooftop Deck, Concierge, Party Room, Visitor Parking, Guest Suites, Media Room, Meeting Room, Parking Garage","Common Element, Building Insurance, Parking, Air Conditioning, Heat, Water"
0,1202,W,$832.00 ,Tba,32 years old,Open Balcony,"$7,580 ",Ensuite,Forced Air,Underground,Condo Apt,Westminster | Branson,Yes,Yes,MTCC-815,111-130 sqm, details,2,2,1,"$849,000 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5400873,1006 - 10 Torresdale Ave,"Security Guard, Security System, Indoor Pool, Rec Room, Gym, Sauna, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Common Element, Building Insurance, Parking, Air Conditioning"
0,866,N,$747.63 ,Tbd,24 years old,None,"$10,563 ",Owned,Forced Air,Underground,Condo Apt,Yorkville,Yes,Yes,MTCC-1149,74-84 sqm, details,1,1,NA,"$845,000 ","ROYAL LEPAGE REAL ESTATE SERVICES HEAPS ESTRIN TEAM, BROKERAGE",C5399353,1001 - 102 Bloor St W,"Concierge, Gym, Party Room, Rooftop Deck, Security System, Public Transit, Parking Garage, Pet Restriction","Heat, Water, Common Element, Building Insurance, Parking, Air Conditioning"
0,949,W,$734.29 ,Tbd,14 years old,None,"$12,830 ",Owned,Forced Air,NA,Condo Apt,Trinity Bellwoods,Yes,Yes,TSCC-1847,93-111 sqm, details,2,2,NA,"$1,129,000 ","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",C5399336,309 - 183 Dovercourt Rd,"Visitor Parking, BBQ Permitted, Parking Garage, Pet Restriction, Security System, Bike Storage","Heat, Water, Common Element, Air Conditioning, Building Insurance, Parking"
0,720,NW,$375.82 ,30 Days/ Tba,18 years old,None,"$9,328 ",Exclusive,Forced Air,Underground,Condo Townhouse,Yorkdale | Glen Park,Yes,Yes,TSCC-1513,65-74 sqm, details,2,1,1,"$625,000 ","HOMELIFE REGIONAL REALTY LTD., BROKERAGE",W5398827,82 - 760 Lawrence Ave W,"BBQ Permitted, Visitor Parking, Rooftop Deck, Bike Storage, Outdoor Patio","Water, Common Element, Building Insurance, Parking"
0,584,N,$549.04 ,Immediate,16 years old,Open Balcony,"$10,537 ",Exclusive,Forced Air,NA,Condo Apt,Yonge and Bloor,Yes,No,TSCC-1655,46-56 sqm, details,1,1,NA,"$569,000 ","ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",C5399074,904 - 100 Hayden St,"Concierge, Gym, Indoor Pool, Party Room, Rooftop Deck, Public Transit, Elevator, Meeting Room","Water, Common Element, Building Insurance"
0,1224,E,$702.00 ,Tba,44 years old,Open Balcony,"$4,736 ",Ensuite,Forced Air,Underground,Condo Apt,L'Amoreaux,Yes,Yes,YCC-324,111-130 sqm, details,2+1,2,NA,"$539,900 ","PUBLIC CHOICE REALTY INC., BROKERAGE",E5399813,704 - 25 Silver Springs Blvd,"Gym, Indoor Pool, Outdoor Pool, Security Guard, Tennis Court, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,600-699,W,$0.00 ,Feb-22,New,Terrace,"$8,597 - $9,979",Exclusive,Forced Air,Underground,Condo Apt,Downsview | Roding | CFB,Yes,Yes,,56-65 sqm, details,1+1,2,1,"$558,800 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",W5399542,109 - 2995 Keele St,"BBQ Permitted, Concierge, Games Room, Gym, Party Room, Concierge, Gym, Meeting Room",Water
0,1361,E,"$1,219.42 ",30/60 Days Tbd,6 years old,Open Balcony,"$14,270 ",None,Forced Air,Underground,Condo Apt,Yorkville,Yes,2,TSCC-2541,130-149 sqm, details,2+1,2,NA,"$1,798,000 ","EXPRESS REALTY INC., BROKERAGE",C5401978,PH3103 - 32 Davenport Rd,"Concierge, Guest Suites, Gym, Pool, Party Room, Rooftop Deck, Public Transit, Visitor Parking","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,361,E,$238.57 ,2022-01-16 0:00,5 years old,Terrace,"$15,294 ",None,Forced Air,NA,Condo Apt,The Core,Yes,No,TSCC-2529,0-46 sqm, details,Studio,1,0,"$519,990 ","RE/MAX ULTIMATE REALTY INC., BROKERAGE",C5400559,1504 - 70 Temperance St,"Rooftop Deck, Concierge, Party Room, Guest Suites, Media Room, Rec Room, FibreStream Internet, Gym","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,900-999,W,$761.36 ,30 Days/ Tba,49 years old,Open Balcony,"$5,268 - $5,832",Ensuite,Radiant,Other,Condo Apt,Crescent Town,No,No,YCC-76,84-93 sqm, details,2,1,NA,"$489,900 ","CENTURY 21 PARKLAND LTD., BROKERAGE",E5399581,2911 - 1 Massey Sq,"Gym, Indoor Pool, Security Guard, Visitor Parking, BBQ Permitted, Bike Storage, Car Wash, Concierge","Heat, Water, Hydro, Cable TV, Common Element, Building Insurance"
0,360,E,$243.86 ,Immediately,1 years old,Open Balcony,"$16,030 ",None,Forced Air,NA,Condo Apt,Church St. Corridor,Yes,No,TSCC-2817,0-46 sqm, details,Studio,1,NA,"$529,000 ","5I5J REALTY INC., BROKERAGE",C5399586,#620 - 403 Church St,"Concierge, Guest Suites, Gym, Meeting Room, Party Room, Rooftop Deck","Heat, Common Element, Building Insurance, Water"
0,1026,SW,$900.26 ,30 Days/Tba,17 years old,None,"$9,473 ",Owned,Heat Pump,Underground,Condo Apt,Church St. Corridor,Yes,Yes,TSCC-1611,93-111 sqm, details,2,2,1,"$899,900 ","BOSLEY REAL ESTATE LTD., BROKERAGE",C5399114,2608 - 210 Victoria St,"Bike Storage, Concierge, Party Room, Rooftop Deck, Security System, Elevator, Guest Suites, Meeting Room","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,922,NW,$621.36 ,Immed,32 years old,None,"$6,849 ",None,Forced Air,Underground,Condo Apt,Newtonbrook East,Yes,Yes,MTCC-805,84-93 sqm, details,2,2,NA,"$589,000 ","HOMELIFE FRONTIER REALTY INC., BROKERAGE",C5399942,702 - 5795 Yonge St N,"Gym, Party Room, Sauna, Security Guard, Squash Court, Visitor Parking, Parking Garage, Pet Restriction","Water, Common Element, Building Insurance, Parking, Air Conditioning"
0,600-699,W,$694.27 ,Tba,38 years old,Open Balcony,"$8,446 - $9,804",None,Forced Air,NA,Condo Apt,Grange Park,No,No,MTCC-607,56-65 sqm, details,1,1,0,"$549,000 ","FOREST HILL REAL ESTATE INC., BROKERAGE",C5399227,929 - 60 St Patrick St,"Gym, Games Room, Outdoor Pool, Rec Room, Security System, Pets, Public Transit, Parking Garage","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance"
0,630,NE,$352.55 ,Tba,0 years old,Juliet Balcony,"$12,203 ",None,Forced Air,NA,Condo Apt,Church St. Corridor,Yes,No,TSCC-2840,56-65 sqm, details,1+1,1,0,"$720,000 ","FOREST HILL REAL ESTATE INC., BROKERAGE",C5399610,413 - 77 Mutual St,"Party Room, Yoga Studio, Bike Storage, Business Centre (WiFi), Concierge, Dining Room, Games Room, Guest Suites","Common Element, Building Insurance, Water"
0,990,SE,$663.55 ,T.B.D.,5 years old,Open Balcony,"$9,946 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2544,84-93 sqm, details,2,2,NA,"$915,000 ","YOU FLIP REALTY INC., BROKERAGE",W5399709,1010 - 36 Park Lawn Rd,"BBQ Permitted, FibreStream Internet, Guest Suites, Meeting Room, Outdoor Patio, Party Room, Bike Storage, Concierge","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1000-1199,N,$786.72 ,Immediate,43 years old,Open Balcony,"$4,504 - $5,376",Exclusive,Forced Air,Underground,Condo Apt,Dorset Park,Yes,Yes,YCC-386,93-111 sqm, details,3,2,NA,"$499,999 ","RE/MAX REALTY SPECIALISTS INC., BROKERAGE",E5398750,808 - 100 Prudential Dr,"Indoor Pool, Security System, Visitor Parking, Parking Garage, Pet Restriction, Sauna, BBQ Permitted, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,2253,S,"$2,311.87 ",Tbd,31 years old,Terrace,"$8,029 ",Owned,Forced Air,Underground,Comm Element Condo,The Core,Yes,Yes,MTCC-868,232-255 sqm, details,2+1,2,1,"$1,678,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5399733,PH1 - 55 Centre Ave,"Security Guard, Concierge, Visitor Parking, Parking Garage, Pet Restriction, Security System, Bike Storage, Meeting Room","Heat, Water, Common Element, Building Insurance, Air Conditioning"
0,902,S,$629.89 ,Tba,1 years old,Open Balcony,"$9,523 ",Owned,Forced Air,Underground,Condo Apt,Weston-Pellam Park,Yes,Yes,TSCC-2793,84-93 sqm, details,2+1,2,1,"$799,900 ","ADVISORS REALTY, BROKERAGE",W5399751,610 - 385 Osler St,"Meeting Room, Rec Room, Dining Room, Library, Pet Wash Area, BBQ Permitted, Gym, Media Room","Common Element, Building Insurance, Water"
0,575,S,$549.39 ,Tbd,0 years old,Open Balcony,"$11,868 ",Owned,Heat Pump,Underground,Condo Apt,Greenwood-Coxwell,Yes,Yes,TSCC-2865,46-56 sqm, details,1,1,NA,"$629,000 ","RE/MAX HALLMARK RICHARDS GROUP REALTY LTD., BROKERAGE",E5399665,313 - 1331 Queen St E,"Gym, Rooftop Deck, BBQ Permitted, Outdoor Child Play Area, Security System, Bike Storage, Concierge, Gym","Heat, Common Element, Building Insurance"
